InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,OriginalDescription,MissingCustomerID,MissingDescription,IsCancelled,IsReturn,IsFreeItem,TotalPrice,Year,Month,MonthYear,YearQuarter,Hour,Minute,Time,TimeOfDay
536995,35951,,57,2010-12-03 15:29:00,0.0,,United Kingdom,,True,True,False,False,True,0.0,2010,12,2010-12,2010Q4,15,29,15:29:00,Afternoon
536996,22712,CARD DOLLY GIRL ,-20,2010-12-03 15:30:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,30,15:30:00,Afternoon
536997,22028,PENNY FARTHING BIRTHDAY CARD,-20,2010-12-03 15:30:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,30,15:30:00,Afternoon
536998,85067,CREAM SWEETHEART WALL CABINET,-6,2010-12-03 15:30:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,30,15:30:00,Afternoon
536999,21421,PORCELAIN ROSE LARGE ,110,2010-12-03 15:32:00,0.0,,United Kingdom,,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,15,32,15:32:00,Afternoon
537000,21414,,-22,2010-12-03 15:32:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,32,15:32:00,Afternoon
537001,21653,,-6,2010-12-03 15:33:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,33,15:33:00,Afternoon
537002,21651,HANGING GLASS ETCHED TEALIGHT,70,2010-12-03 15:33:00,0.0,,United Kingdom,,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,15,33,15:33:00,Afternoon
537003,85126,LARGE ROUND CUTGLASS CANDLESTICK,-2,2010-12-03 15:33:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,33,15:33:00,Afternoon
537004,21814,HEART T-LIGHT HOLDER ,-30,2010-12-03 15:34:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,34,15:34:00,Afternoon
537005,21692,SILVER LATTICE VANILLA CANDLE POT,-70,2010-12-03 15:35:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,35,15:35:00,Afternoon
537006,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,-130,2010-12-03 15:36:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,36,15:36:00,Afternoon
537007,21172,PARTY METAL SIGN ,-80,2010-12-03 15:36:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,36,15:36:00,Afternoon
537008,21161,KEEP OUT BOYS DOOR HANGER ,-120,2010-12-03 15:37:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,37,15:37:00,Afternoon
537009,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,-80,2010-12-03 15:38:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,38,15:38:00,Afternoon
537010,22162,HEART GARLAND RUSTIC PADDED,-40,2010-12-03 15:38:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,38,15:38:00,Afternoon
537011,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-5,2010-12-03 15:38:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,38,15:38:00,Afternoon
537012,21535,RED RETROSPOT SMALL MILK JUG,-12,2010-12-03 15:39:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,39,15:39:00,Afternoon
537013,35965,FOLKART HEART NAPKIN RINGS,-25,2010-12-03 15:40:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,40,15:40:00,Afternoon
537014,21040,MODERN VINTAGE COTTON SHOPPING BAG,-20,2010-12-03 15:40:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,40,15:40:00,Afternoon
537015,37464,,-14,2010-12-03 15:41:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,41,15:41:00,Afternoon
537016,21836,GINGHAM OVEN GLOVE RED HEART ,-15,2010-12-03 15:41:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,41,15:41:00,Afternoon
537017,47556B,TEA TIME TEA TOWELS ,-69,2010-12-03 15:41:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,41,15:41:00,Afternoon
537018,84562A,PINK/WHITE RIBBED MELAMINE JUG,-3,2010-12-03 15:42:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,42,15:42:00,Afternoon
537019,37474,,-15,2010-12-03 15:43:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,43,15:43:00,Afternoon
537020,21807,WHITE CHRISTMAS STAR DECORATION,-30,2010-12-03 15:43:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,43,15:43:00,Afternoon
537021,21011,GLITTER SNOW PEAR TREE DECORATION,-20,2010-12-03 15:43:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,43,15:43:00,Afternoon
537027,18098C,PORCELAIN BUTTERFLY OIL BURNER,-140,2010-12-03 16:36:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,16,36,16:36:00,Afternoon
537028,21696,SMALL SILVER TRELLIS CANDLEPOT,-320,2010-12-03 16:36:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,16,36,16:36:00,Afternoon
537029,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,-6,2010-12-03 16:37:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,16,37,16:37:00,Afternoon
537032,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-30,2010-12-03 16:50:00,0.0,,United Kingdom,?,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,16,50,16:50:00,Afternoon
537197,22841,ROUND CAKE TIN VINTAGE GREEN,1,2010-12-05 14:02:00,0.0,12647,Germany,ROUND CAKE TIN VINTAGE GREEN,False,False,False,False,True,0.0,2010,12,2010-12,2010Q4,14,2,14:02:00,Afternoon
537361,21777,RECIPE BOX WITH METAL HEART,5,2010-12-06 12:34:00,0.0,,United Kingdom,,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,12,34,12:34:00,Morning
537363,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,-20,2010-12-06 12:35:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,12,35,12:35:00,Morning
537364,21027,NINJA RABBIT PINK,-70,2010-12-06 12:36:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,12,36,12:36:00,Morning
537401,84898F,YELLOW FLOWERS FELT HANDBAG KIT,-24,2010-12-06 14:37:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,14,37,14:37:00,Afternoon
537425,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,-20,2010-12-06 15:35:00,0.0,,United Kingdom,check,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,35,15:35:00,Afternoon
537426,84968E,SET OF 16 VINTAGE BLACK CUTLERY,-35,2010-12-06 15:36:00,0.0,,United Kingdom,check,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,36,15:36:00,Afternoon
537427,84968B,,-21,2010-12-06 15:37:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2010,12,2010-12,2010Q4,15,37,15:37:00,Afternoon
537430,85215,ASSORTED CHEESE FRIDGE MAGNETS,120,2010-12-06 16:05:00,0.0,,United Kingdom,,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,16,5,16:05:00,Afternoon
537432,35833G,4 GOLD FLOCK CHRISTMAS BALLS,-43,2010-12-06 16:10:00,0.0,,United Kingdom,damages,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,16,10,16:10:00,Afternoon
537436,84270,ASSTD DESIGN BUBBLE GUM RING,7,2010-12-06 17:00:00,0.0,,United Kingdom,,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,17,0,17:00:00,Afternoon
537437,90167,BEADED LOVE HEART JEWELLERY SET,10,2010-12-06 17:00:00,0.0,,United Kingdom,,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,17,0,17:00:00,Afternoon
537438,22959,WRAP CHRISTMAS VILLAGE,13,2010-12-06 17:00:00,0.0,,United Kingdom,,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,17,0,17:00:00,Afternoon
537439,37474,,1,2010-12-06 17:01:00,0.0,,United Kingdom,,True,True,False,False,True,0.0,2010,12,2010-12,2010Q4,17,1,17:01:00,Afternoon
537449,21054,NURSE'S BAG SOFT TOY,-30,2010-12-07 09:26:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,9,26,09:26:00,Morning
537450,20684,STRAWBERRY DREAM CHILDS UMBRELLA,-19,2010-12-07 09:26:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,9,26,09:26:00,Morning
537451,84881,BLUE WIRE SPIRAL CANDLE HOLDER,-11,2010-12-07 09:27:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,9,27,09:27:00,Morning
537452,20941,FROG CANDLE,-24,2010-12-07 09:28:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,9,28,09:28:00,Morning
537453,21248,DOOR HANGER  MUM + DADS ROOM,-18,2010-12-07 09:28:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,9,28,09:28:00,Morning
537454,21349,IVY HEART WREATH,-44,2010-12-07 09:30:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,9,30,09:30:00,Morning
537455,22155,STAR DECORATION RUSTIC,-70,2010-12-07 09:31:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,9,31,09:31:00,Morning
537466,21488,RED WHITE SCARF  HOT WATER BOTTLE,-50,2010-12-07 10:33:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,10,33,10:33:00,Morning
537534,85064,CREAM SWEETHEART LETTER RACK,1,2010-12-07 11:48:00,0.0,,United Kingdom,CREAM SWEETHEART LETTER RACK,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2010-12-07 11:48:00,0.0,,United Kingdom,ZINC WILLIE WINKIE  CANDLE STICK,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,84692,BOX OF 24 COCKTAIL PARASOLS,2,2010-12-07 11:48:00,0.0,,United Kingdom,BOX OF 24 COCKTAIL PARASOLS,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,48184,DOORMAT ENGLISH ROSE ,3,2010-12-07 11:48:00,0.0,,United Kingdom,DOORMAT ENGLISH ROSE ,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,48111,DOORMAT 3 SMILEY CATS,1,2010-12-07 11:48:00,0.0,,United Kingdom,DOORMAT 3 SMILEY CATS,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22697,GREEN REGENCY TEACUP AND SAUCER,1,2010-12-07 11:48:00,0.0,,United Kingdom,GREEN REGENCY TEACUP AND SAUCER,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22682,FRENCH BLUE METAL DOOR SIGN 7,1,2010-12-07 11:48:00,0.0,,United Kingdom,FRENCH BLUE METAL DOOR SIGN 7,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22680,FRENCH BLUE METAL DOOR SIGN 5,1,2010-12-07 11:48:00,0.0,,United Kingdom,FRENCH BLUE METAL DOOR SIGN 5,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22681,FRENCH BLUE METAL DOOR SIGN 6,2,2010-12-07 11:48:00,0.0,,United Kingdom,FRENCH BLUE METAL DOOR SIGN 6,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22679,FRENCH BLUE METAL DOOR SIGN 4,5,2010-12-07 11:48:00,0.0,,United Kingdom,FRENCH BLUE METAL DOOR SIGN 4,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22686,FRENCH BLUE METAL DOOR SIGN No,2,2010-12-07 11:48:00,0.0,,United Kingdom,FRENCH BLUE METAL DOOR SIGN No,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22683,FRENCH BLUE METAL DOOR SIGN 8,3,2010-12-07 11:48:00,0.0,,United Kingdom,FRENCH BLUE METAL DOOR SIGN 8,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22676,FRENCH BLUE METAL DOOR SIGN 1,3,2010-12-07 11:48:00,0.0,,United Kingdom,FRENCH BLUE METAL DOOR SIGN 1,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22625,RED KITCHEN SCALES,1,2010-12-07 11:48:00,0.0,,United Kingdom,RED KITCHEN SCALES,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22624,IVORY KITCHEN SCALES,3,2010-12-07 11:48:00,0.0,,United Kingdom,IVORY KITCHEN SCALES,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22619,SET OF 6 SOLDIER SKITTLES,1,2010-12-07 11:48:00,0.0,,United Kingdom,SET OF 6 SOLDIER SKITTLES,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22520,CHILDS GARDEN TROWEL BLUE ,1,2010-12-07 11:48:00,0.0,,United Kingdom,CHILDS GARDEN TROWEL BLUE ,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22524,CHILDRENS GARDEN GLOVES BLUE,3,2010-12-07 11:48:00,0.0,,United Kingdom,CHILDRENS GARDEN GLOVES BLUE,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22502,PICNIC BASKET WICKER SMALL,29,2010-12-07 11:48:00,0.0,,United Kingdom,PICNIC BASKET WICKER SMALL,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22501,PICNIC BASKET WICKER LARGE,2,2010-12-07 11:48:00,0.0,,United Kingdom,PICNIC BASKET WICKER LARGE,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22476,EMPIRE UNION JACK TV DINNER TRAY,1,2010-12-07 11:48:00,0.0,,United Kingdom,EMPIRE UNION JACK TV DINNER TRAY,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22473,TV DINNER TRAY VINTAGE PAISLEY,1,2010-12-07 11:48:00,0.0,,United Kingdom,TV DINNER TRAY VINTAGE PAISLEY,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22474,SPACEBOY TV DINNER TRAY,1,2010-12-07 11:48:00,0.0,,United Kingdom,SPACEBOY TV DINNER TRAY,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22472,TV DINNER TRAY DOLLY GIRL,1,2010-12-07 11:48:00,0.0,,United Kingdom,TV DINNER TRAY DOLLY GIRL,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22514,CHILDS GARDEN SPADE BLUE,1,2010-12-07 11:48:00,0.0,,United Kingdom,CHILDS GARDEN SPADE BLUE,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22516,CHILDS GARDEN RAKE BLUE,1,2010-12-07 11:48:00,0.0,,United Kingdom,CHILDS GARDEN RAKE BLUE,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22432,WATERING CAN PINK BUNNY,1,2010-12-07 11:48:00,0.0,,United Kingdom,WATERING CAN PINK BUNNY,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22428,ENAMEL FIRE BUCKET CREAM,3,2010-12-07 11:48:00,0.0,,United Kingdom,ENAMEL FIRE BUCKET CREAM,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22427,ENAMEL FLOWER JUG CREAM,1,2010-12-07 11:48:00,0.0,,United Kingdom,ENAMEL FLOWER JUG CREAM,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,2010-12-07 11:48:00,0.0,,United Kingdom,AIRLINE BAG VINTAGE JET SET WHITE,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2010-12-07 11:48:00,0.0,,United Kingdom,AIRLINE BAG VINTAGE JET SET BROWN,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-12-07 11:48:00,0.0,,United Kingdom,AIRLINE BAG VINTAGE WORLD CHAMPION ,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22371,AIRLINE BAG VINTAGE TOKYO 78,5,2010-12-07 11:48:00,0.0,,United Kingdom,AIRLINE BAG VINTAGE TOKYO 78,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22620,4 TRADITIONAL SPINNING TOPS,1,2010-12-07 11:48:00,0.0,,United Kingdom,4 TRADITIONAL SPINNING TOPS,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22624,IVORY KITCHEN SCALES,1,2010-12-07 11:48:00,0.0,,United Kingdom,IVORY KITCHEN SCALES,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22109,FULL ENGLISH BREAKFAST PLATE,1,2010-12-07 11:48:00,0.0,,United Kingdom,FULL ENGLISH BREAKFAST PLATE,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2010-12-07 11:48:00,0.0,,United Kingdom,CHILDRENS APRON SPACEBOY DESIGN,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22366,DOORMAT AIRMAIL ,1,2010-12-07 11:48:00,0.0,,United Kingdom,DOORMAT AIRMAIL ,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22364,GLASS JAR DIGESTIVE BISCUITS,1,2010-12-07 11:48:00,0.0,,United Kingdom,GLASS JAR DIGESTIVE BISCUITS,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22362,GLASS JAR PEACOCK BATH SALTS,3,2010-12-07 11:48:00,0.0,,United Kingdom,GLASS JAR PEACOCK BATH SALTS,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2010-12-07 11:48:00,0.0,,United Kingdom,GLASS JAR ENGLISH CONFECTIONERY,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,2010-12-07 11:48:00,0.0,,United Kingdom,GLASS JAR DAISY FRESH COTTON WOOL,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22359,GLASS JAR KINGS CHOICE,1,2010-12-07 11:48:00,0.0,,United Kingdom,GLASS JAR KINGS CHOICE,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,2010-12-07 11:48:00,0.0,,United Kingdom,LUNCH BOX WITH CUTLERY FAIRY CAKES ,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22350,ILLUSTRATED CAT BOWL ,1,2010-12-07 11:48:00,0.0,,United Kingdom,ILLUSTRATED CAT BOWL ,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-07 11:48:00,0.0,,United Kingdom,ROUND SNACK BOXES SET OF 4 SKULLS,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,21116,OWL DOORSTOP,1,2010-12-07 11:48:00,0.0,,United Kingdom,OWL DOORSTOP,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22202,MILK PAN PINK POLKADOT,2,2010-12-07 11:48:00,0.0,,United Kingdom,MILK PAN PINK POLKADOT,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,22550,HOLIDAY FUN LUDO,1,2010-12-07 11:48:00,0.0,,United Kingdom,HOLIDAY FUN LUDO,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,21912,VINTAGE SNAKES & LADDERS,1,2010-12-07 11:48:00,0.0,,United Kingdom,VINTAGE SNAKES & LADDERS,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2010-12-07 11:48:00,0.0,,United Kingdom,TRADITIONAL WOODEN SKIPPING ROPE,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2010-12-07 11:48:00,0.0,,United Kingdom,STRAWBERRY LUNCH BOX WITH CUTLERY,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,21531,RED RETROSPOT SUGAR JAM BOWL,2,2010-12-07 11:48:00,0.0,,United Kingdom,RED RETROSPOT SUGAR JAM BOWL,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,20726,LUNCH BAG WOODLAND,1,2010-12-07 11:48:00,0.0,,United Kingdom,LUNCH BAG WOODLAND,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,20652,BLUE POLKADOT LUGGAGE TAG ,1,2010-12-07 11:48:00,0.0,,United Kingdom,BLUE POLKADOT LUGGAGE TAG ,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537534,20615,BLUE POLKADOT PASSPORT COVER,1,2010-12-07 11:48:00,0.0,,United Kingdom,BLUE POLKADOT PASSPORT COVER,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,11,48,11:48:00,Morning
537639,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,30,2010-12-07 15:29:00,0.0,,United Kingdom,amazon,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,15,29,15:29:00,Afternoon
537640,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2010-12-07 15:31:00,0.0,,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,True,False,False,False,True,0.0,2010,12,2010-12,2010Q4,15,31,15:31:00,Afternoon
537687,84840,SWEETHEART CARRY-ALL BASKET,-9,2010-12-08 10:26:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,10,26,10:26:00,Morning
537870,21486,PINK HEART DOTS HOT WATER BOTTLE,-77,2010-12-08 17:08:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2010,12,2010-12,2010Q4,17,8,17:08:00,Afternoon
